3116008028,窦明诚,大四,11,44
3116005279,訾嘉慕,大一,07,06
3116001303,寇娟,大四,10,43
3116007886,杭鸿煊,大二,04,43
3116001010,松经赋,大四,10,20
311600306,侯智宸,大一,09,45
3116002234,丘晟睿,大二,13,16
3116001939,茅明,大一,11,41
3116008275,康康成,大四,03,29
3116009587,司空荣轩,大四,04,22
3116009017,段鸿朗,大一,07,34
3116002457,晁楷瑞,大二,16,20
3116003237,欧炎彬,大四,09,32
3116009179,祝敏,大二,03,45
3116005270,邓光华,大三,14,34
3116001893,乌锐达,大四,15,35
3116001337,淳于力勤,大二,05,43
3116005606,贲军,大一,11,03
3116003772,毋咏德,大一,05,11
3116003944,宿嘉慕,大二,15,16
3116002645,蓬娜,大一,13,33
3116006955,晁娜,大四,10,45
311600798,陈君平,大四,02,19
3116003115,艾翰海,大四,01,34
3116006398,章明,大四,04,37
3116006318,耿洋,大二,13,38
3116004679,萧磊,大四,02,41
3116003257,公孙晟睿,大三,12,33
3116009680,乌越泽,大二,08,05
3116005802,柴平,大二,14,13
3116006507,焦娟,大三,07,11
3116004002,雍伟,大一,12,45
3116002893,单熠彤,大四,03,33
3116005355,郗明,大一,16,20
3116005560,连弘文,大一,04,40
3116005478,邰康成,大二,03,15
3116006002,钦向笛,大一,10,06
31160029,能秀英,大四,07,09
3116002649,徐哲彦,大二,15,12
3116001573,鱼旭尧,大三,13,18
3116001931,鄂伟诚,大四,02,35
3116002193,步子轩,大一,05,04
3116001074,裴杰,大三,10,30
311600354,益国源,大四,13,17
3116006643,章明轩,大四,10,02
3116001526,盖圣杰,大三,15,34
3116007392,毛伟,大二,01,21
3116006998,敖振海,大二,01,37
3116009705,惠艳,大一,09,05
3116005288,单于旭尧,大四,08,35
3116002585,窦星阑,大四,02,13
3116009837,熊强,大二,03,30
3116004225,陈炎彬,大三,02,40
3116004627,终睿慈,大三,07,34
3116008549,太叔杰,大一,01,37
3116003696,凌茂彦,大二,11,29
3116001119,成子骞,大三,08,10
3116009227,岑经赋,大二,07,20
3116005155,高欣德,大一,06,20
3116006856,鄢文昊,大二,11,38
3116009685,仲立轩,大四,08,41
3116002680,权静,大二,14,04
3116009288,龚勇,大三,11,29
3116008436,籍濮存,大二,08,42
3116004376,乜鹤轩,大一,11,02
3116004441,郎思源,大三,07,10
3116009500,广楷瑞,大一,02,11
3116001975,麻茂彦,大四,13,11
3116006546,水军,大三,03,04
3116001159,淳于博超,大二,09,32
3116007938,毕丽,大一,03,22
3116008365,於煜城,大三,09,20
3116009789,伊杰,大三,01,27
311600527,公孙修洁,大四,08,34
3116005301,童奇邃,大三,14,03
3116007148,微生鸿涛,大二,06,04
3116008187,茹晟睿,大二,03,11
3116004596,宗政丽,大一,16,21
3116004514,逑越泽,大三,15,05
3116009405,壤驷经赋,大一,05,24
3116008525,蒯伟祺,大一,12,35
3116006747,羿兴言,大四,02,36
3116004724,农军,大三,02,07
3116008237,诸葛越彬,大二,11,27
311600129,狄浦泽,大一,06,37
3116007158,哈修为,大四,01,25
3116009079,杜杰,大四,08,36
3116003926,阳明,大四,16,30
3116009547,拓拔桂英,大一,14,20
3116005756,鲜于熠彤,大四,09,44
3116007521,管风华,大二,04,25
311600463,年弘文,大三,12,17
3116001820,强溥心,大二,09,10
3116009156,富杰,大二,01,22
3116009552,汤伟,大三,03,35
3116008155,权学真,大三,12,42
3116005490,诸华奥,大一,07,37
3116009099,弓烨磊,大一,08,33
3116001585,郗秀英,大二,11,33
3116003483,薛涛,大四,07,12
3116004912,巫马雪风,大四,01,21
3116004308,利子轩,大二,15,35
3116009091,夔浩宇,大四,08,42
3116002225,金明达,大三,03,41
311600714,梅超,大四,16,10
3116005555,利兴言,大二,07,42
3116005302,时伟诚,大四,14,03
3116005278,宰父冠宇,大三,12,17
3116007523,堵立轩,大一,05,10
3116005039,柴君昊,大一,13,28
3116005652,荀旭尧,大二,03,07
3116008297,邹越彬,大四,06,38
3116007270,昌弘文,大一,08,03
3116005862,束风华,大二,13,03
311600611,易绍辉,大二,12,29
3116006509,苏靖琪,大四,07,04
3116006474,欧阳嘉慕,大二,05,35
3116005652,乜浩宇,大二,01,26
3116008861,殷高格,大四,08,23
3116004714,申鑫鹏,大三,05,34
3116007033,尹皓轩,大四,14,09
3116009892,水天佑,大一,12,40
3116008084,尹丽,大二,07,26
3116009541,赖德赫,大三,08,08
3116001994,须景同,大一,02,26
3116005649,墨军,大三,06,31
3116001803,毋宇寰,大二,09,14
3116006563,樊懿轩,大一,04,03
311600734,桓锐达,大二,01,31
3116004825,巫马立辉,大二,14,17
3116007948,慕溥心,大四,11,20
3116008809,黎英韶,大三,02,15
3116001891,上官艳,大一,09,41
3116008012,习金鑫,大四,05,28
3116007841,阎晗昱,大二,06,15
3116005634,督强,大二,01,03
3116007132,涂致远,大二,11,34
3116005370,周雪风,大二,08,11
3116003373,楮浦泽,大四,07,28
3116001703,斜君浩,大四,14,36
3116004673,瞿鸿朗,大一,01,16
3116009761,陆德赫,大四,16,01
3116005103,胡天磊,大一,09,25
3116005151,饶浩博,大一,09,38
3116008085,祁煜城,大三,09,17
3116009605,寿敏,大一,14,38
3116004916,况皓轩,大一,06,30
3116001648,简立轩,大四,09,39
3116003614,卫斯年,大四,04,01
3116004585,吉文昊,大三,08,39
3116003725,殷朋义,大三,08,09
3116007255,茅越彬,大四,09,40
3116007738,乐勇,大一,05,35
3116006471,冀天佑,大四,13,40
3116007484,竺煜祺,大三,04,40
3116007575,艾建明,大二,12,20
3116006258,利子晋,大一,16,14
3116009841,宇文杰,大一,14,29
3116003499,年炫明,大三,10,45
3116003627,杭季同,大四,05,22
3116006588,年远航,大二,11,03
3116003492,傅君平,大四,07,20
3116003683,屈天佑,大三,13,05
3116006446,越茂彦,大一,13,43
3116006352,陈季同,大一,15,08
3116002751,万祺祥,大三,13,24
3116002010,郜军,大一,03,33
3116002202,竺哲瀚,大四,09,11
3116003659,羊舌熠彤,大二,11,15
3116005757,经浦泽,大三,05,41
3116009914,卞睿渊,大三,04,35
3116008014,松绍祺,大一,03,11
3116007704,东方鑫磊,大二,14,40
3116003072,邬平,大一,10,04
3116005915,武永贞,大二,07,37
3116005405,鱼磊,大四,05,39
3116002540,陈康成,大四,05,08
3116009740,东明,大二,04,14
3116004094,厉华奥,大一,01,11
3116003509,夏景同,大一,16,12
3116001955,丁娟,大二,11,34
3116002067,于季同,大四,07,03
311600443,伊伟诚,大二,13,15
3116007831,海斯年,大二,04,26
3116009511,陆昊强,大一,06,27
3116007999,崔荣轩,大四,07,37
3116006355,曹艳,大二,12,37
3116002418,索秀兰,大四,01,38
3116004748,慕容文虹,大二,07,20
31160071,方煜城,大一,04,09
3116004767,乌丽,大三,01,22
3116003798,严浦泽,大四,06,04
3116004517,有星阑,大一,05,21
3116003306,钮明辉,大二,13,18
3116006612,益鸿煊,大一,06,39
3116004049,房致远,大一,14,22
3116007312,归靖琪,大二,02,39
3116007457,沈越彬,大一,11,11
3116003346,牧玉韵,大一,04,01
3116007703,瞿娟,大三,13,01
3116008218,国磊,大一,09,06
3116003274,柳鸿朗,大一,04,06
3116005332,呼延圣杰,大二,13,07
3116003045,扶艳,大三,06,20
3116002925,蓝昊强,大三,12,20
3116006310,贺敏博,大一,14,27
3116005852,邓伟宸,大二,07,23
3116002630,东弘文,大一,16,41
311600869,赵鸿煊,大一,06,01
3116009028,巫马越泽,大二,02,14
3116006407,卓博涛,大三,04,40
311600546,皇甫鹏煊,大一,02,07
311600259,鲜于修洁,大四,01,28
3116002606,党俊明,大四,02,15
311600825,葛伟,大二,15,29
3116005099,龙立轩,大三,10,21
3116001258,乐正熠彤,大二,08,02
3116003982,闻艳,大一,03,30
3116003477,常瑾瑜,大二,15,33
3116005156,柯凯安,大二,11,34
3116008110,暴致远,大四,01,41
3116001219,纪伟祺,大三,11,11
311600627,谢旭尧,大四,02,16
3116006431,谯强,大一,13,26
3116006466,孔伟祺,大一,15,09
3116001257,柯博涛,大二,03,12
3116003570,苗子晋,大三,04,12
311600422,上官越泽,大四,14,40
3116008486,袁明,大一,07,16
3116008533,乌敏博,大四,08,18
3116007865,诸葛芳,大四,11,33
3116003626,殳翰飞,大一,04,17
3116005667,锺离浩宇,大三,08,40
311600830,柴丽,大四,15,38
3116004441,阴力勤,大一,12,31
3116007974,甄煜祺,大一,11,06
3116007557,蔡博涛,大二,05,38
3116009993,禹哲瀚,大一,16,22
3116005863,东方文虹,大二,07,34
3116005196,松强,大一,14,09
3116003723,左丘国源,大四,08,30
3116009925,季苑博,大一,10,19
3116004459,宇文黎昕,大四,15,06
3116008036,程心远,大四,11,08
3116006461,璩蕴和,大二,10,17
3116002377,栾光华,大二,02,26
3116008307,张强,大一,06,35
3116009886,宦荣轩,大一,11,12
3116002816,毕和安,大一,07,17
3116002748,冀越彬,大二,10,45
3116006428,黄伟诚,大二,12,17
3116001464,廉经赋,大三,13,42
3116006446,酆蕴和,大二,05,43
3116003098,荀靖琪,大三,15,13
3116005697,慕容晋鹏,大三,08,14
3116008708,项文昊,大三,05,27
3116002857,高芳,大四,15,07
3116008068,阳刚,大三,16,12
3116009185,亢金鑫,大二,15,10
3116002,翁光华,大一,15,20
3116005355,熊睿慈,大四,01,05
3116001363,刘泽洋,大二,10,22
3116008701,胡伟宸,大一,16,08
3116003215,郜康成,大三,12,10
3116003919,严敏,大四,02,25
3116005757,井咏德,大三,04,28
3116003372,吉子轩,大三,04,28
3116003934,韶明达,大二,04,44
3116004937,岳烨华,大一,07,09
3116008454,浦超,大二,13,45
3116001046,弘溥心,大三,05,12
3116005448,戎鹏煊,大一,08,41
3116006422,彭昊然,大三,08,28
3116005786,郝洋,大四,02,11
